customer_id,firstname,lastname,dob,gender,street,city,region,transaction_id,date,time,Numberofitems,totalrevenue,totalwholesalecost
228.0,Matthew,Castillo,1950-02-27,Male,Apt. 211 2 Veronica Laneway,St. Kristenmouth,Victoria,9d03d7d3-affd-4fa8-bab3-b886c59a2026,2023-01-02,07:16:04,9,3166.0,2091.5499999999997
315.0,John,Howard,2007-09-23,Male,8 Tara Estate,West George,New South Wales,2defa866-c33c-4a7d-9a36-7476403f1534,2023-01-02,10:23:55,4,1361.0,907.0
268.0,Jasmine,Abbott,1965-06-04,Female,Unit 76 6 Angela Basin,Port Michael,New South Wales,315482cc-c684-4f7d-ae7d-216a0291958e,2023-01-02,14:31:35,2,259.0,177.37
357.0,Joseph,Whitney,1960-06-03,Male,4/1 Carson Lower,St. Brettmouth,Western Australia,431d9a1b-dddf-4854-8439-548c2ed1cae6,2023-01-02,18:04:25,1,65.0,36.0
118.0,Kevin,Ortiz,1972-07-26,Male,28/520 Carly Elbow,Kellyborough,Northern Territory,453ef3e3-a58b-490b-9269-5a3743434082,2023-01-02,22:19:20,6,1938.0,1226.63
242.0,Lauren,Reeves,1977-05-19,Female,675 Hogan Path,Smithland,Australian Capital Territory,f745a5ce-c9f4-4686-a9bc-1db4552e7e84,2023-01-03,02:40:51,8,5890.0,3728.7
381.0,Marie,Wilson,1968-01-05,Female,0 Jacob Concourse,St. Michealstad,New South Wales,5121cd39-97d4-458e-bacc-0a5e93c57c58,2023-01-03,05:30:29,6,2064.3,1915.84
301.0,Joseph,Mendoza,1995-09-17,Male,Apt. 589 819 Moore Cul-de-sac,St. Kristinfort,Western Australia,ff04ca04-9297-4501-b485-319ed4000575,2023-01-03,06:36:56,3,2128.0,1251.9
396.0,Tonya,Cameron,2004-06-05,Female,51/3 Samantha Point,East Mark,Northern Territory,7c311fd5-0bb7-4fd8-9b2d-36648d399a14,2023-01-03,06:49:24,8,1504.3,1381.29
152.0,Jason,Wyatt,1954-11-03,Male,468/1 Julie Quad,Lake Davidborough,Queensland,9269af14-c422-4ffb-9ca5-3d314066437d,2023-01-03,07:02:25,6,2646.0,1777.1100000000001
156.0,Shane,Stafford,1960-08-18,Male,Level 1 9 Daniel Reach,Harrisside,Queensland,bcae22d5-87a9-4bba-b7c0-13dc011ef329,2023-01-03,07:15:06,8,1380.3999999999999,1217.98
212.0,James,Price,1950-10-24,Male,87 Jacob Steps,Michaelview,Northern Territory,92645121-a476-4a0e-a4cc-3223e53d3fa1,2023-01-03,07:19:33,5,734.0,513.28
151.0,Gregory,Dillon,1950-04-04,Male,87/23 Campbell Glade,St. Susanshire,Tasmania,544173bf-ba57-44e3-a49a-429b867ef48b,2023-01-03,08:07:15,9,3466.0,2067.79
373.0,John,Daniels,1982-12-10,Male,Flat 17 39 Pittman Meander,North Karen,Victoria,8131c0ce-d2ec-46bd-a711-497b2ad232be,2023-01-03,08:31:47,6,1726.1999999999998,1577.8200000000002
246.0,Hector,White,1951-12-11,Male,87/7 Michael Colonnade,St. Calebmouth,Western Australia,fee57e59-fa77-494c-8988-676f8b8a57b3,2023-01-03,09:10:35,4,1784.7,1324.6399999999999
174.0,Randall,Carter,1996-12-15,Male,6 Michelle Roadside,East Robert,Tasmania,119b1bf8-e316-4edb-8553-0eb837b703db,2023-01-03,09:47:03,4,995.2,865.51
320.0,Brittney,Williams,1949-03-11,Female,2 Hicks Footway,Spencemouth,South Australia,2a8817fc-ca0e-4298-aaf1-dc29cfd1284d,2023-01-03,10:13:00,6,1047.2,954.96
374.0,Kevin,Shaffer,2001-02-25,Male,Apt. 556 45 Tina Ridge,St. Emily,Victoria,c6b1a2db-a6f2-4fc0-a8b9-d1f4d9b9ab6e,2023-01-03,11:26:40,6,1847.3,1559.95
225.0,Patrick,Fritz,1965-01-26,Male,5 James Block,Hendersonmouth,South Australia,080ca1e9-b50f-43a5-bfee-187173dcae80,2023-01-03,11:32:06,2,396.0,265.15999999999997
333.0,Jonathan,West,1990-05-11,Male,Level 1 1 Jessica Meander,West Tylermouth,Western Australia,26cc8a82-6914-446a-a893-054d8e6a978e,2023-01-03,12:41:47,6,2812.6,2460.48
194.0,Ronnie,Stein,1952-11-30,Male,Level 8 77 Brown Centreway,Michelleview,Western Australia,6f2dba85-abea-47c5-952a-51683b22aca4,2023-01-03,13:30:22,7,1113.0,788.34
399.0,Joseph,Martin,1994-03-15,Male,Level 0 989 Copeland Lees,Davidbury,Queensland,559a30d2-4b0f-444a-88c2-cef3fc3f6f66,2023-01-03,14:19:30,8,2252.7,1552.75
225.0,Patrick,Fritz,1965-01-26,Male,5 James Block,Hendersonmouth,South Australia,02074897-6fe4-48be-a1f8-2817333f938a,2023-01-03,18:08:35,9,5029.0,3211.61
107.0,Martha,Winters,1946-08-28,Female,9/406 Nicholas Villas,Stanleyborough,Queensland,fd5efaa6-037d-4945-9b5c-5e9a46be2053,2023-01-03,18:16:56,8,3290.0,2168.81
182.0,Heather,Watson,1997-12-22,Female,0 Chen Drive,Lauriechester,Tasmania,e071d32e-4734-4754-9ce5-3ed2167904b2,2023-01-03,20:17:28,9,3269.7000000000003,2927.7
327.0,Caitlin,Woods,1966-04-28,Female,67/21 Ricardo Lower,Kevinburgh,Victoria,5ece19f8-1f84-4b0c-b0a3-a38897fd720c,2023-01-03,21:04:39,3,628.0,401.7
401.0,Jennifer,Butler,1980-08-31,Female,Flat 23 1 Turner Broadway,North Jessica,Tasmania,4e659478-e2c4-4fee-bbc3-3d11805928c1,2023-01-04,00:05:07,8,2138.4,1620.79
169.0,Eric,Lopez,1975-08-10,Male,Suite 066 8 Kline Run,Lake Jermaine,Tasmania,41609e82-305f-4d8a-9809-fc04a1dfcd4c,2023-01-04,01:30:57,9,1967.0,1725.4499999999998
105.0,Lisa,Washington,1963-04-22,Female,Flat 77 037 Hernandez Promenade,Port Richard,Victoria,afa057d9-6ae4-4682-8e25-4360d406e6bf,2023-01-04,01:56:12,5,1522.0,941.85
127.0,Hannah,Taylor,1987-08-30,Female,963 Gilmore Route,Port Aarontown,Northern Territory,b57279ae-88da-4c08-b034-0e798e1181b6,2023-01-04,03:39:05,1,631.2,522.06
350.0,Amber,Wilson,1997-02-24,Female,476 Black River,South Marieview,Tasmania,13f9cd04-6be8-4233-a698-16878003d02c,2023-01-04,07:10:13,4,923.4,628.69
164.0,Jeremy,Krueger,1992-06-16,Male,67/19 Barajas Bridge,New Victoriastad,Victoria,7af0ccef-57b2-491d-8110-9b5c9165d899,2023-01-04,10:11:28,5,1884.6000000000001,1414.77
230.0,James,Frost,1944-05-02,Male,97/118 Lisa Range,East Alyssa,Northern Territory,8320891d-b5e6-483f-b1f5-dc9b7041f232,2023-01-04,11:08:23,6,2271.0,1368.48
196.0,Jason,Flores,2002-05-27,Male,2/8 Andrew Promenade,Torresmouth,South Australia,adbd7c03-cc06-43e0-803b-60b55ff330c0,2023-01-04,12:33:19,7,2515.0,1614.19
374.0,Kevin,Shaffer,2001-02-25,Male,Apt. 556 45 Tina Ridge,St. Emily,Victoria,620a5d99-530e-47a5-a2bf-b57efd65e85f,2023-01-04,12:34:02,8,1119.0,683.29
355.0,William,Adams,1974-06-19,Male,Level 3 5 Daniel Frontage,Wigginstown,Western Australia,fe5cdc96-da8b-4533-94ba-d0df746fa1ff,2023-01-04,13:47:51,2,243.0,162.0
231.0,Edwin,Conner,1999-01-22,Male,62 Kristen Towers,North Courtneytown,Northern Territory,da6b3036-9508-484e-9a1d-e9a3831f4ee1,2023-01-04,14:13:20,6,1994.0,1385.2
190.0,Ricky,Lowe,1970-09-01,Male,1 Donald Edge,Ginaburgh,New South Wales,ca2c6283-e381-430c-ac5e-d6683f4cfe10,2023-01-04,15:04:52,9,4729.0,2963.52
188.0,Christina,Walsh,1944-03-27,Female,714 Crystal Roads,Hillborough,South Australia,52d52c67-b41a-4221-b276-4a8b94f9ff17,2023-01-04,21:09:50,1,421.6,331.02
155.0,Susan,Ryan,1995-06-23,Female,9 Scott Outlook,Dyermouth,South Australia,c3d29f34-10d3-4e40-aaae-daa73644bf02,2023-01-04,23:37:04,2,580.5,363.37
367.0,Michelle,Alvarez,1951-03-05,Female,4 Castaneda Plateau,St. Susanside,South Australia,0aab3562-ea76-4239-aec0-41d421d244d3,2023-01-05,00:13:08,1,105.3,72.07
340.0,Austin,Gonzalez,1944-01-20,Male,Suite 816 9 Ronald Brace,Justinton,Queensland,19e8b848-4560-4013-b0fc-078df078d281,2023-01-05,01:17:48,7,2461.0,1579.47
131.0,Melissa,Mendez,1971-09-29,Female,061/30 Barker Line,Ramosfurt,Western Australia,74f23042-1f1f-47ae-ab2d-1b2699eef1e7,2023-01-05,01:45:20,8,1816.5,1545.75
370.0,Jeremy,Copeland,1966-11-03,Male,363/74 Elliott Lees,Cannonland,Northern Territory,6986ffa2-222a-4b5f-b22e-50bb7554bcaa,2023-01-05,01:58:37,3,1855.8000000000002,1325.62
174.0,Randall,Carter,1996-12-15,Male,6 Michelle Roadside,East Robert,Tasmania,12b18572-140e-4980-b3bc-755b6b7d40aa,2023-01-05,03:49:09,4,770.7,684.7
338.0,Linda,Clark,2000-07-17,Female,92 Elizabeth Round,South Richard,Tasmania,649bcfcf-f0ba-4150-a312-a05d3bd45924,2023-01-05,04:23:36,9,4892.0,3245.98
101.0,Kelly,Moss,1986-03-05,Female,Flat 55 36 Ayala Colonnade,South Christieville,South Australia,bd7a4f8d-de47-42fa-b38b-ea62dcbb77c5,2023-01-05,05:09:21,4,1873.8,1440.22
329.0,John,Wu,1956-03-25,Male,4 Gonzalez Entrance,Port Katie,Northern Territory,72abdaeb-f21f-4cfa-abcb-28e48c6a3181,2023-01-05,06:11:34,5,1453.0,938.69
227.0,Natalie,Perez,1943-10-25,Female,354/4 Michele Access,Lake Raymondside,South Australia,fe907e75-d772-4bf2-9128-4976718bb029,2023-01-05,06:26:48,2,411.0,275.0
182.0,Heather,Watson,1997-12-22,Female,0 Chen Drive,Lauriechester,Tasmania,81f710ec-a633-465a-af5d-dd5f0531ce62,2023-01-05,07:44:54,8,2740.5,2410.96
374.0,Kevin,Shaffer,2001-02-25,Male,Apt. 556 45 Tina Ridge,St. Emily,Victoria,742a915d-1725-4e9a-90a8-4383b97b7f52,2023-01-05,08:22:45,9,4363.0,2891.31
315.0,John,Howard,2007-09-23,Male,8 Tara Estate,West George,New South Wales,8b96dc10-a7c3-4df2-8905-1d59b1bdddc1,2023-01-05,08:57:10,1,70.4,53.0
306.0,Michael,Miller,1984-05-05,Male,Suite 646 965 Vasquez Lookout,South Shirleyfurt,Tasmania,200cec13-a1d7-4f0d-9bec-914917421c28,2023-01-05,09:55:47,6,2978.0,1831.79
334.0,Nancy,Wilson,1952-10-16,Female,55/9 Monique Footway,New Krista,Western Australia,4c4cb206-89a0-4155-ae9d-fff5c38716e4,2023-01-05,11:38:10,5,1319.0,801.0699999999999
303.0,Anthony,Smith,1999-03-30,Male,83 Smith Roadway,Debrafurt,Victoria,813bbccf-877c-4f41-812f-e405339beb4d,2023-01-05,11:54:49,5,2234.0,1300.92
173.0,Teresa,Gomez,1978-09-23,Female,3 Mitchell Trunkway,Perezside,Victoria,dd48fca4-c729-42c0-b41b-0f5ab72efe86,2023-01-05,12:30:50,5,608.3,588.57
348.0,Edward,Moore,1964-01-10,Male,391 Danny Link,New Anthonyview,Tasmania,4a429df1-2759-4938-928f-c2b83dbb2c1b,2023-01-05,14:08:25,7,1122.8,1008.21
168.0,Lori,Joseph,1947-06-17,Female,Suite 405 19 Justin Frontage,Port Joshua,Australian Capital Territory,8586b089-460c-4ba7-a33b-aed091c2a346,2023-01-05,18:03:40,6,1520.0,973.14
364.0,Valerie,Johnson,1981-11-30,Female,9/558 Reilly Quays,South Matthew,Tasmania,e3ad4e21-e983-4020-8619-5879a104006b,2023-01-05,18:37:31,2,333.0,201.06
241.0,Amanda,Rocha,1996-08-05,Female,Level 7 569 Vincent Artery,Meyerhaven,Australian Capital Territory,08cb2b6c-60ba-46f5-98a6-223b9775cbea,2023-01-05,19:54:09,1,319.5,237.95
189.0,David,Williams,2004-05-18,Male,Unit 79 264 Priscilla Heights,Jacquelineville,South Australia,644c1c9c-3285-49ae-bfad-11d455da2846,2023-01-05,20:47:54,3,685.0,468.54
368.0,James,Jones,2005-06-12,Male,53 Katherine Roadway,South Charles,New South Wales,d208dd64-0763-4396-8e28-e18625b27d11,2023-01-05,20:49:30,4,2259.0,1490.9099999999999
398.0,Jamie,Jimenez,1969-02-11,Female,2 James Garden,Angelaville,Tasmania,6677b7d8-519c-4ac2-ae3d-773a7482e22b,2023-01-05,21:12:48,9,2709.0,2382.21
242.0,Lauren,Reeves,1977-05-19,Female,675 Hogan Path,Smithland,Australian Capital Territory,e48520f1-3751-45ac-b618-bac3853aa282,2023-01-05,21:36:43,2,1254.0,715.0
393.0,Melissa,Gilbert,1966-05-31,Female,200/1 Michael Fairway,Sarahshire,New South Wales,dca61c07-f892-427a-992b-810713bce855,2023-01-05,22:26:31,4,537.3,354.59000000000003
358.0,Rachel,Wagner,1997-08-19,Female,Apt. 151 47 Stanley Mall,Langmouth,South Australia,8feb84d0-808b-46fa-8940-ac509d28219c,2023-01-05,23:03:37,5,1188.0,965.97
350.0,Amber,Wilson,1997-02-24,Female,476 Black River,South Marieview,Tasmania,2115e749-4b08-43e4-b6a8-e3e81511c606,2023-01-05,23:49:20,2,592.2,398.0
181.0,Laurie,Weiss,1997-11-21,Female,Apt. 902 452 Alicia View,Simsborough,Western Australia,b05ac00d-5a2d-4c73-a0e1-9d9feb9e303b,2023-01-06,00:12:48,5,2052.0,1698.04
105.0,Lisa,Washington,1963-04-22,Female,Flat 77 037 Hernandez Promenade,Port Richard,Victoria,bc56132c-3362-4b25-aa0a-0011f0f28c7f,2023-01-06,02:30:10,7,2687.0,1626.64
269.0,Alexander,Lewis,1985-05-31,Male,Suite 319 8 Jacqueline Steps,Ibarrachester,New South Wales,289d01af-90bb-40a8-9eed-e7f47ac38b07,2023-01-06,03:27:10,7,1174.0,750.24
100.0,Alex,Huffman,2006-03-07,Male,640 Rebecca Boulevard,Jessicafort,New South Wales,3f22ce3d-1a78-4be6-a46c-61d951aec76d,2023-01-06,03:52:55,7,2096.8,1627.3700000000001
354.0,Anthony,Gonzalez,1975-03-25,Male,Apt. 307 3 Tammy Path,Zamorastad,Tasmania,c6de8b38-cd51-4e65-841e-d5b85fef4552,2023-01-06,04:49:07,8,4507.0,3011.7799999999997
111.0,Katie,Matthews,1977-02-01,Female,Suite 695 53 Sandoval Access,Snyderside,Victoria,67bd12cf-3553-4938-94ba-e1ca323b8c04,2023-01-06,06:06:24,6,2459.0,1549.21
313.0,Richard,Clark,2009-04-19,Male,Level 5 66 Susan Wade,North Mary,Victoria,6a4a3f7a-54ee-473d-87fa-bf034878c676,2023-01-06,07:18:13,3,1279.0,861.39
192.0,Tammy,May,1987-03-04,Female,1 Courtney Close,Hallton,Australian Capital Territory,36cb41cf-8ac8-49ce-8bfb-6f1902427c70,2023-01-06,07:24:25,3,490.7,426.49
202.0,Lori,Stephens,2000-09-25,Female,56 Smith Intersection,Nelsontown,New South Wales,2d4a6bc6-3a67-4371-9695-8449f06b4670,2023-01-06,07:40:49,6,2089.8,1359.9
188.0,Christina,Walsh,1944-03-27,Female,714 Crystal Roads,Hillborough,South Australia,0659d55f-9b8f-48ff-9cbd-e13033e78a24,2023-01-06,08:00:31,7,2356.0,1970.93
121.0,Amanda,Ross,1956-05-29,Female,76 Seth Slope,New Heatherburgh,Queensland,afa65402-b543-4817-b694-024a4538b46f,2023-01-06,10:07:30,4,823.2,783.95
117.0,Elizabeth,Gardner,1970-07-27,Female,73 Marquez Thoroughfare,East Michael,Western Australia,f9ad781d-32c1-42a3-8848-379d0a82bce4,2023-01-06,13:44:04,4,1384.0,919.5799999999999
234.0,Gilbert,Jacobs,1967-03-29,Male,Apt. 531 151 Dawn Parade,Johnsonshire,Australian Capital Territory,7f89d2fa-d474-45ad-920d-67cc4202a3b5,2023-01-06,13:44:14,7,1783.0,1114.05
154.0,Jennifer,Rivera,1976-08-07,Female,691/83 Lamb Tarn,New Jonathan,Western Australia,92b7d99b-3c49-4f96-a556-750738fef2b1,2023-01-06,15:18:46,2,383.4,249.88
163.0,John,Long,1999-04-01,Male,529 William Cul-de-sac,Stevenville,Queensland,8a2b0b0a-633f-45f2-ae28-4a0cb1133877,2023-01-06,15:53:57,3,490.0,429.99
247.0,David,Hull,1997-02-09,Male,Unit 15 24 Clark Pocket,Wilsonshire,Australian Capital Territory,c632e365-b18e-4b1f-b068-004afee7f2e3,2023-01-06,16:54:11,7,1720.0,1038.54
114.0,David,Torres,1963-05-08,Male,Suite 056 71 Blackburn Rosebowl,South Tyler,Western Australia,c67c63a1-e0da-4e59-b32a-daa63993ef7d,2023-01-06,17:13:05,1,197.1,138.39
215.0,Betty,Ellis,1978-11-13,Female,Flat 86 09 Leslie Place,Thomashaven,New South Wales,e95513dc-9a6c-44f0-8a2d-3db22e405cd6,2023-01-06,17:14:37,7,1539.0,1065.49
203.0,Kimberly,Ortega,1983-01-17,Female,561 Henderson Quays,Lake Samuelton,Australian Capital Territory,c1ba098d-55e7-46bf-941d-cc9f9526f223,2023-01-06,19:32:59,6,1876.0,1110.82
192.0,Tammy,May,1987-03-04,Female,1 Courtney Close,Hallton,Australian Capital Territory,d4d7fc50-6d62-41ff-9429-b8b748c7a26c,2023-01-06,20:00:25,3,668.0,434.08
130.0,Carla,Perkins,2009-02-08,Female,Flat 91 238 Anderson End,Lake Audreymouth,Australian Capital Territory,f90cf4f1-d706-4432-9f3a-355be17ee86e,2023-01-06,20:40:48,5,2621.0,1670.49
321.0,Amber,Turner,1961-04-20,Female,Flat 39 9 Benjamin Ground,Wesleyside,Australian Capital Territory,9d49a0e9-f1aa-458d-ba7c-6181446d436c,2023-01-06,21:37:19,9,3783.0,2403.31
127.0,Hannah,Taylor,1987-08-30,Female,963 Gilmore Route,Port Aarontown,Northern Territory,75766555-7426-4004-9629-a623ab36c274,2023-01-06,22:15:14,6,3201.0,1993.78
358.0,Rachel,Wagner,1997-08-19,Female,Apt. 151 47 Stanley Mall,Langmouth,South Australia,fd418e58-8fb9-43f2-b8bc-2079a6c24da1,2023-01-06,23:16:42,6,2259.6,2140.63
189.0,David,Williams,2004-05-18,Male,Unit 79 264 Priscilla Heights,Jacquelineville,South Australia,bac207c6-3a89-464f-a310-783a8a754187,2023-01-07,00:02:59,1,451.0,268.04
404.0,Steve,Barnes,1952-04-26,Male,Level 0 21 Christian Alleyway,West Jasonview,Queensland,7141fa28-0f88-4164-8e16-c9aaaab4deb1,2023-01-07,00:18:34,3,488.0,338.88
275.0,Cynthia,Woodward,1943-07-31,Female,0 Samuel Run,Clarkshire,Queensland,665476bc-4491-4f4f-b2eb-9cda0b4bcabf,2023-01-07,00:39:03,8,4262.0,2884.99
344.0,Jennifer,Espinoza,1978-07-26,Female,4/642 Robert Spur,Millerbury,Western Australia,f1fc732d-c7f0-4dc5-a9ca-491d7e11d71a,2023-01-07,03:50:37,7,3218.0,2048.33
103.0,Daniel,Townsend,1988-04-18,Male,085/243 Walker Gully,Angelaland,Australian Capital Territory,90129f68-4a83-4ad8-b720-2dab2d6eb1b5,2023-01-07,04:09:03,3,565.2,409.27
231.0,Edwin,Conner,1999-01-22,Male,62 Kristen Towers,North Courtneytown,Northern Territory,cf9bd9fd-e2e0-4759-91c2-a7f420002ce3,2023-01-07,04:23:48,7,2396.0,1502.94
177.0,Emily,Webb,1962-12-02,Female,Level 4 64 Joshua Ridge,North Martinstad,Western Australia,7875e3b4-c7e4-4552-91ea-a6f3cf943e46,2023-01-07,07:17:49,1,53.9,54.0
152.0,Jason,Wyatt,1954-11-03,Male,468/1 Julie Quad,Lake Davidborough,Queensland,84ba7e19-3514-46e6-802f-c9e32c3804bd,2023-01-07,07:28:44,5,2453.0,1596.6
330.0,Destiny,Tyler,1949-01-19,Female,171 Schroeder Quad,Brendaport,Australian Capital Territory,b72d5727-e7fc-4ea8-927f-148b551cfe57,2023-01-07,13:29:19,8,3639.0,2239.06
401.0,Jennifer,Butler,1980-08-31,Female,Flat 23 1 Turner Broadway,North Jessica,Tasmania,54567aa4-b3e2-467f-bd12-2d14aae7414f,2023-01-07,15:12:45,missing,4052.0,3266.27
240.0,Tyler,Black,1979-07-03,Male,655 Frank Pass,Lake Nicholasberg,New South Wales,2f2ff41d-8c82-4ac9-b638-b4ca1e1092bf,2023-01-07,17:34:47,5,4113.0,2945.66
272.0,Richard,Warner,2005-01-19,Male,538/3 Melissa Villas,Port David,Tasmania,7da4be3a-ef05-4151-99ae-8a15b327743a,2023-01-07,17:44:17,9,4107.0,2796.97
400.0,Jesse,Allen,1967-04-01,Male,25 David Concourse,North Johnmouth,Tasmania,83a27b80-01a9-44e0-aa95-21a4c8261a74,2023-01-07,19:22:03,6,1703.0,1081.27
162.0,Stephanie,Webb,1953-01-09,Female,5/2 David Boulevard,Kevinmouth,Northern Territory,e919e511-44c1-42f6-a907-a3b1996f7b3f,2023-01-07,21:10:12,7,1653.0,1093.54
333.0,Jonathan,West,1990-05-11,Male,Level 1 1 Jessica Meander,West Tylermouth,Western Australia,c3daffd0-cd56-47b7-83e9-50f54fceacc0,2023-01-07,22:16:40,1,367.0,246.0
136.0,Michael,Ramos,2009-01-20,Male,18/80 Lewis Fire Track,St. Andreamouth,South Australia,0f625282-75ce-4202-8250-2a09827d7074,2023-01-08,05:50:57,3,1234.1,1018.9
144.0,Connie,Scott,1987-11-03,Female,4 Gary Link,New Loganborough,Western Australia,0e5be311-af03-45bd-80c6-5f35c761e3d8,2023-01-08,06:30:59,8,4024.0,2530.04
261.0,Ashley,Hill,1949-11-30,Female,68 Anthony Edge,Lake Valeriefort,Northern Territory,4b7f3b79-2de9-4097-873b-fca7bee32764,2023-01-08,07:20:34,9,3794.0,2385.29
176.0,Teresa,Young,1947-11-27,Female,7 Vasquez Avenue,New Annettefort,Western Australia,9513980a-0858-45a0-ae2a-f4d8b336d0f7,2023-01-08,08:57:38,3,2791.0,1754.56
360.0,Kevin,Jones,1962-12-02,Male,58 Anthony Rosebowl,Port Brendastad,Western Australia,a785a33a-a51f-4b69-b578-9ec9dc45d580,2023-01-08,09:26:39,4,1554.4,1258.48
382.0,Alice,Baker,2002-05-13,Female,38 Beth Elbow,Whitemouth,Northern Territory,b13360de-52f7-4186-9fa7-5c20a74139f4,2023-01-08,09:35:46,6,2522.0,1571.96
136.0,Michael,Ramos,2009-01-20,Male,18/80 Lewis Fire Track,St. Andreamouth,South Australia,cec9e9c5-4a88-484b-9844-9544d03f27b4,2023-01-08,09:40:31,8,2700.0,1787.68
141.0,David,Schwartz,1994-05-17,Male,570 Michael Drive,Lake Joel,South Australia,c465b017-e52f-4e11-8b4e-614049b68c42,2023-01-08,10:07:02,3,301.0,174.32
393.0,Melissa,Gilbert,1966-05-31,Female,200/1 Michael Fairway,Sarahshire,New South Wales,6366d03f-a1d9-41b2-aea7-88327686daa0,2023-01-08,11:47:13,9,2978.0,1967.6599999999999
155.0,Susan,Ryan,1995-06-23,Female,9 Scott Outlook,Dyermouth,South Australia,2e0d2622-134e-4e42-8426-dd0e58c41a35,2023-01-08,12:34:59,1,417.0,279.79
215.0,Betty,Ellis,1978-11-13,Female,Flat 86 09 Leslie Place,Thomashaven,New South Wales,4fd0f3ba-95bb-4cf0-8541-d207da5a74dd,2023-01-08,12:48:40,6,1068.8,858.97
237.0,John,Cortez,2005-01-27,Male,4 Nelson Ride,Wendymouth,Tasmania,e8561242-3bba-44a2-aba9-506a1bd4ab50,2023-01-08,20:03:35,7,1342.4,1026.88
222.0,Brandon,Lee,1966-02-27,Male,Flat 78 4 Dominique Vista,New Jeremy,Western Australia,fa39f1e0-565d-4270-b7e4-341cd64a287a,2023-01-08,22:24:22,5,2264.0,1541.3400000000001
290.0,Joshua,Carroll,1960-09-19,Male,24/215 Bailey Circlet,North Kenneth,Western Australia,6af8e1e9-e68b-4610-b995-19f976b92026,2023-01-09,00:59:52,1,418.0,241.25
316.0,Phillip,Munoz,1948-01-14,Male,0/77 Bryce Roads,West Thomasberg,New South Wales,83e3201a-f8d8-400d-b43d-7671a824b27d,2023-01-09,02:37:27,7,2018.8,1968.71
207.0,Benjamin,Rodriguez,1962-12-03,Male,28 Thompson Parade,Monicatown,Victoria,877b9490-b9e2-4e77-8032-802e34dbd3ee,2023-01-09,02:38:35,9,5188.0,3280.31
298.0,Kyle,Moreno,1969-07-21,Male,362 Kendra Little,Bishopton,Queensland,ff0f551f-1bec-4e98-8183-75e171389828,2023-01-09,03:35:30,1,251.3,210.66
177.0,Emily,Webb,1962-12-02,Female,Level 4 64 Joshua Ridge,North Martinstad,Western Australia,463b4197-fff8-48a7-a949-bed2d385c469,2023-01-09,04:19:01,9,3717.0,2146.75
225.0,Patrick,Fritz,1965-01-26,Male,5 James Block,Hendersonmouth,South Australia,4b060c7b-f7ec-40f7-a284-f1fb8a265548,2023-01-09,06:41:36,4,969.0,682.4
